Weight	Nested	Procedure	subjectID	event_code	block_nr	block_reliability	trial_nr	trial_difficulty	trial_cue	color_1	color_2	flip_response
1		gridBlockReliableStartProc	12	1	1	reliable	0			0	0	
1		gridTrialProc	12	3	1	reliable	0	hard	X	0.5709591012630355	0.42904089873696455	no
1		gridTrialProc	12	3	1	reliable	1	easy	0	0.2856289629712436	0.7143710370287564	no
1		gridTrialProc	12	3	1	reliable	2	hard	X	0.5442620199643458	0.45573798003565424	no
1		gridTrialProc	12	3	1	reliable	3	hard	X	0.4378845973592644	0.5621154026407356	no
1		gridTrialProc	12	3	1	reliable	4	easy	0	0.2790084327226131	0.7209915672773869	no
1		gridTrialProc	12	3	1	reliable	5	easy	0	0.7053555270044227	0.2946444729955772	no
1		gridTrialProc	12	3	1	reliable	6	hard	X	0.5558261067369685	0.44417389326303147	no
1		gridTrialProc	12	3	1	reliable	7	hard	X	0.5775190759633622	0.4224809240366379	no
1		gridTrialProc	12	3	1	reliable	8	hard	X	0.43270019489175643	0.5672998051082436	no
1		gridTrialProc	12	3	1	reliable	9	easy	0	0.29842999376536306	0.701570006234637	no
1		gridTrialProc	12	3	1	reliable	10	hard	X	0.482279246219371	0.517720753780629	no
1		gridTrialProc	12	3	1	reliable	11	easy	0	0.7055386282198475	0.2944613717801526	no
1		gridTrialProc	12	3	1	reliable	12	easy	0	0.2975414243111374	0.7024585756888626	no
1		gridTrialProc	12	3	1	reliable	13	easy	0	0.2946758242562716	0.7053241757437284	no
1		gridTrialProc	12	3	1	reliable	14	hard	X	0.5399722583375766	0.46002774166242344	no
1		gridTrialProc	12	3	1	reliable	15	easy	0	0.28790113127883293	0.7120988687211671	no
1		gridTrialProc	12	3	1	reliable	16	easy	0	0.30667552629106976	0.6933244737089302	no
1		gridTrialProc	12	3	1	reliable	17	hard	X	0.4605646637531653	0.5394353362468347	no
1		gridTrialProc	12	3	1	reliable	18	easy	0	0.309819736758401	0.690180263241599	no
1		gridTrialProc	12	3	1	reliable	19	easy	0	0.2897497761569553	0.7102502238430447	no
1		gridTrialProc	12	3	1	reliable	20	easy	0	0.3131418217897016	0.6868581782102984	no
1		gridTrialProc	12	3	1	reliable	21	easy	0	0.3165008108000851	0.6834991891999149	no
1		gridTrialProc	12	3	1	reliable	22	easy	0	0.27655423191007084	0.7234457680899291	no
1		gridTrialProc	12	3	1	reliable	23	hard	X	0.44774154356786805	0.552258456432132	no
1		gridTrialProc	12	3	1	reliable	24	hard	X	0.4823027535204353	0.5176972464795647	no
1		gridTrialProc	12	3	1	reliable	25	easy	0	0.31370799128100335	0.6862920087189966	no
1		gridTrialProc	12	3	1	reliable	26	hard	X	0.5691837476397452	0.4308162523602547	no
1		gridTrialProc	12	3	1	reliable	27	hard	X	0.5356633454196134	0.46433665458038664	no
1		gridTrialProc	12	3	1	reliable	28	hard	X	0.4445901576182177	0.5554098423817824	no
1		gridTrialProc	12	3	1	reliable	29	hard	X	0.4284000312587819	0.5715999687412181	no
1		gridTrialProc	12	3	1	reliable	30	easy	0	0.7143372657109082	0.2856627342890919	no
1		gridTrialProc	12	3	1	reliable	31	hard	X	0.48804141820379726	0.5119585817962027	no
1		gridTrialProc	12	3	1	reliable	32	hard	X	0.48667462063458294	0.5133253793654171	no
1		gridTrialProc	12	3	1	reliable	33	easy	0	0.7237900204296057	0.2762099795703942	no
1		gridTrialProc	12	3	1	reliable	34	easy	0	0.7217149791145814	0.27828502088541857	no
1		gridTrialProc	12	3	1	reliable	35	hard	X	0.48937484036768	0.51062515963232	no
1		gridTrialProc	12	3	1	reliable	36	hard	X	0.5275616953185929	0.4724383046814072	no
1		gridTrialProc	12	3	1	reliable	37	hard	X	0.4495768134358986	0.5504231865641014	no
1		gridTrialProc	12	3	1	reliable	38	hard	X	0.4301440761072221	0.5698559238927778	no
1		gridTrialProc	12	3	1	reliable	39	easy	0	0.7496894161211649	0.2503105838788351	no
1		gridTrialProc	12	3	1	reliable	40	hard	X	0.43242973261391576	0.5675702673860843	no
1		gridTrialProc	12	3	1	reliable	41	hard	X	0.5494390644944451	0.4505609355055548	no
1		gridTrialProc	12	3	1	reliable	42	easy	0	0.27500158790745927	0.7249984120925408	no
1		gridTrialProc	12	3	1	reliable	43	hard	X	0.42262343301046557	0.5773765669895344	no
1		gridTrialProc	12	3	1	reliable	44	easy	0	0.30722896375806713	0.6927710362419328	no
1		gridTrialProc	12	3	1	reliable	45	hard	X	0.5294427330935613	0.47055726690643873	no
1		gridTrialProc	12	3	1	reliable	46	hard	X	0.4294508298071469	0.5705491701928531	no
1		gridTrialProc	12	3	1	reliable	47	hard	X	0.4211648331585344	0.5788351668414655	no
1		gridTrialProc	12	3	1	reliable	48	easy	0	0.6956355338354381	0.3043644661645619	no
1		gridTrialProc	12	3	1	reliable	49	hard	X	0.46282477899555274	0.5371752210044473	no
1		gridTrialProc	12	3	1	reliable	50	easy	0	0.7277227141810719	0.27227728581892807	no
1		gridTrialProc	12	3	1	reliable	51	hard	X	0.5467258866451199	0.45327411335488016	no
1		gridTrialProc	12	3	1	reliable	52	easy	0	0.6854061380721754	0.3145938619278245	no
1		gridTrialProc	12	3	1	reliable	53	hard	X	0.5546595880784073	0.44534041192159274	no
1		gridTrialProc	12	3	1	reliable	54	hard	X	0.5229706659809625	0.47702933401903747	no
1		gridTrialProc	12	3	1	reliable	55	easy	0	0.6934132703599543	0.3065867296400457	no
1		gridTrialProc	12	3	1	reliable	56	hard	X	0.5454237691728514	0.45457623082714865	no
1		gridTrialProc	12	3	1	reliable	57	easy	0	0.739927090018518	0.260072909981482	no
1		gridTrialProc	12	3	1	reliable	58	hard	X	0.42640914802090624	0.5735908519790938	no
1		gridTrialProc	12	3	1	reliable	59	easy	0	0.29541239546450854	0.7045876045354915	no
1		gridTrialProc	12	3	1	reliable	60	hard	X	0.5357174096493574	0.46428259035064257	no
1		gridTrialProc	12	3	1	reliable	61	easy	0	0.736530119185564	0.26346988081443606	no
1		gridTrialProc	12	3	1	reliable	62	hard	X	0.4282110843096738	0.5717889156903262	no
1		gridTrialProc	12	3	1	reliable	63	hard	X	0.5198424129674528	0.48015758703254724	no
1		gridTrialProc	12	3	1	reliable	64	easy	0	0.7078640099577094	0.2921359900422906	no
1		gridTrialProc	12	3	1	reliable	65	easy	0	0.291114459224612	0.708885540775388	no
1		gridTrialProc	12	3	1	reliable	66	easy	0	0.2768390683379059	0.7231609316620942	no
1		gridTrialProc	12	3	1	reliable	67	hard	X	0.4383209187800489	0.561679081219951	no
1		gridTrialProc	12	3	1	reliable	68	easy	0	0.3122401702261765	0.6877598297738234	no
1		gridTrialProc	12	3	1	reliable	69	easy	0	0.31573237234205886	0.6842676276579411	no
1		gridTrialProc	12	3	1	reliable	70	hard	X	0.4897591453165382	0.5102408546834618	no
1		gridTrialProc	12	3	1	reliable	71	easy	0	0.2787064640286067	0.7212935359713932	no
1		gridTrialProc	12	3	1	reliable	72	easy	0	0.26341415263847534	0.7365858473615247	no
1		gridTrialProc	12	3	1	reliable	73	hard	X	0.5668558349639075	0.43314416503609254	no
1		gridTrialProc	12	3	1	reliable	74	easy	0	0.3135502356643077	0.6864497643356924	no
1		gridTrialProc	12	3	1	reliable	75	hard	X	0.575072614987886	0.4249273850121141	no
1		gridTrialProc	12	3	1	reliable	76	easy	0	0.6969143997011398	0.3030856002988602	no
1		gridTrialProc	12	3	1	reliable	77	easy	0	0.2817799437484227	0.7182200562515773	no
1		gridTrialProc	12	3	1	reliable	78	easy	0	0.2852885292619562	0.7147114707380438	no
1		gridTrialProc	12	3	1	reliable	79	easy	0	0.2830946493785288	0.7169053506214712	no
1		gridBlockEndProc	12	2	1	reliable	0			0	0	
1		gridBlockUnreliableStartProc	12	1	2	unreliable	0			0	0	
1		gridTrialProc	12	3	2	unreliable	0	easy	0	0.3162208519033509	0.6837791480966491	yes
1		gridTrialProc	12	3	2	unreliable	1	hard	X	0.45270385665922985	0.5472961433407701	no
1		gridTrialProc	12	3	2	unreliable	2	easy	0	0.26188827226322303	0.738111727736777	no
1		gridTrialProc	12	3	2	unreliable	3	hard	X	0.5160743662086318	0.4839256337913682	no
1		gridTrialProc	12	3	2	unreliable	4	easy	0	0.733074200338361	0.26692579966163904	no
