Weight	Nested	Procedure	subjectID	event_code	block_nr	block_reliability	trial_nr	trial_difficulty	trial_cue	color_1	color_2	flip_response
1		gridBlockReliableStartProc	14	1	1	reliable	0			0	0	
1		gridTrialProc	14	3	1	reliable	0	hard	X	0.5702722797172834	0.4297277202827165	no
1		gridTrialProc	14	3	1	reliable	1	hard	X	0.5589788759682396	0.4410211240317604	no
1		gridTrialProc	14	3	1	reliable	2	easy	0	0.7463121763924776	0.25368782360752246	no
1		gridTrialProc	14	3	1	reliable	3	easy	0	0.6841850971638871	0.3158149028361129	no
1		gridTrialProc	14	3	1	reliable	4	hard	X	0.47880667076497996	0.52119332923502	no
1		gridTrialProc	14	3	1	reliable	5	easy	0	0.7404561821695373	0.25954381783046265	no
1		gridTrialProc	14	3	1	reliable	6	easy	0	0.6875938314581148	0.3124061685418852	no
1		gridTrialProc	14	3	1	reliable	7	easy	0	0.2683823868122488	0.7316176131877512	no
1		gridTrialProc	14	3	1	reliable	8	hard	X	0.5116867796870774	0.4883132203129225	no
1		gridTrialProc	14	3	1	reliable	9	easy	0	0.693680819918969	0.30631918008103093	no
1		gridTrialProc	14	3	1	reliable	10	easy	0	0.6842161853245192	0.3157838146754807	no
1		gridTrialProc	14	3	1	reliable	11	hard	X	0.4235745609630892	0.5764254390369108	no
1		gridTrialProc	14	3	1	reliable	12	hard	X	0.4670387083282351	0.532961291671765	no
1		gridTrialProc	14	3	1	reliable	13	easy	0	0.297654871397765	0.7023451286022351	no
1		gridTrialProc	14	3	1	reliable	14	hard	X	0.4588769815798108	0.5411230184201892	no
1		gridTrialProc	14	3	1	reliable	15	hard	X	0.5508142775325112	0.4491857224674888	no
1		gridTrialProc	14	3	1	reliable	16	easy	0	0.30331393939411444	0.6966860606058856	no
1		gridTrialProc	14	3	1	reliable	17	hard	X	0.4571178400443965	0.5428821599556035	no
1		gridTrialProc	14	3	1	reliable	18	hard	X	0.5337984961939048	0.4662015038060951	no
1		gridTrialProc	14	3	1	reliable	19	hard	X	0.43818340269111145	0.5618165973088886	no
1		gridTrialProc	14	3	1	reliable	20	hard	X	0.46084272677553884	0.5391572732244612	no
1		gridTrialProc	14	3	1	reliable	21	hard	X	0.5159439126893386	0.4840560873106614	no
1		gridTrialProc	14	3	1	reliable	22	easy	0	0.69758672684411	0.30241327315588995	no
1		gridTrialProc	14	3	1	reliable	23	easy	0	0.7005155578675629	0.2994844421324371	no
1		gridTrialProc	14	3	1	reliable	24	hard	X	0.5519709656486184	0.44802903435138164	no
1		gridTrialProc	14	3	1	reliable	25	hard	X	0.5606583193480088	0.4393416806519912	no
1		gridTrialProc	14	3	1	reliable	26	hard	X	0.4565892533231797	0.5434107466768203	no
1		gridTrialProc	14	3	1	reliable	27	easy	0	0.7103508597405851	0.2896491402594149	no
1		gridTrialProc	14	3	1	reliable	28	hard	X	0.44221311600076985	0.5577868839992302	no
1		gridTrialProc	14	3	1	reliable	29	hard	X	0.5177485259132922	0.48225147408670777	no
1		gridTrialProc	14	3	1	reliable	30	hard	X	0.4863047512240335	0.5136952487759665	no
1		gridTrialProc	14	3	1	reliable	31	hard	X	0.5701738130071441	0.4298261869928559	no
1		gridTrialProc	14	3	1	reliable	32	easy	0	0.2688785330798848	0.7311214669201151	no
1		gridTrialProc	14	3	1	reliable	33	hard	X	0.5581967389324477	0.4418032610675523	no
1		gridTrialProc	14	3	1	reliable	34	easy	0	0.7024745137289037	0.29752548627109626	no
1		gridTrialProc	14	3	1	reliable	35	easy	0	0.2514697883741696	0.7485302116258303	no
1		gridTrialProc	14	3	1	reliable	36	hard	X	0.42133206120440453	0.5786679387955955	no
1		gridTrialProc	14	3	1	reliable	37	hard	X	0.5344089299654148	0.4655910700345852	no
1		gridTrialProc	14	3	1	reliable	38	hard	X	0.5541653428750022	0.44583465712499776	no
1		gridTrialProc	14	3	1	reliable	39	hard	X	0.5412993915205633	0.45870060847943667	no
1		gridTrialProc	14	3	1	reliable	40	easy	0	0.7032919481929485	0.2967080518070515	no
1		gridTrialProc	14	3	1	reliable	41	easy	0	0.30165701935856953	0.6983429806414305	no
1		gridTrialProc	14	3	1	reliable	42	hard	X	0.4407490887266258	0.5592509112733741	no
1		gridTrialProc	14	3	1	reliable	43	easy	0	0.3074520281135275	0.6925479718864724	no
1		gridTrialProc	14	3	1	reliable	44	easy	0	0.28385260293743	0.71614739706257	no
1		gridTrialProc	14	3	1	reliable	45	hard	X	0.5386205225961684	0.4613794774038315	no
1		gridTrialProc	14	3	1	reliable	46	easy	0	0.7159372695144444	0.2840627304855556	no
1		gridTrialProc	14	3	1	reliable	47	easy	0	0.700415416436487	0.29958458356351303	no
1		gridTrialProc	14	3	1	reliable	48	easy	0	0.279781613830637	0.720218386169363	no
1		gridTrialProc	14	3	1	reliable	49	hard	X	0.570802959838997	0.42919704016100296	no
1		gridTrialProc	14	3	1	reliable	50	easy	0	0.2852154370352066	0.7147845629647934	no
1		gridTrialProc	14	3	1	reliable	51	easy	0	0.7413232898511587	0.2586767101488413	no
1		gridTrialProc	14	3	1	reliable	52	easy	0	0.28932515446557744	0.7106748455344225	no
1		gridTrialProc	14	3	1	reliable	53	hard	X	0.4893539638757237	0.5106460361242763	no
1		gridTrialProc	14	3	1	reliable	54	hard	X	0.5340630694872486	0.46593693051275137	no
1		gridTrialProc	14	3	1	reliable	55	hard	X	0.5541179946104389	0.4458820053895611	no
1		gridTrialProc	14	3	1	reliable	56	easy	0	0.27683757165840106	0.7231624283415989	no
1		gridTrialProc	14	3	1	reliable	57	easy	0	0.25150141288806754	0.7484985871119325	no
1		gridTrialProc	14	3	1	reliable	58	easy	0	0.2873741497845135	0.7126258502154865	no
1		gridTrialProc	14	3	1	reliable	59	easy	0	0.6862101204877825	0.3137898795122175	no
1		gridTrialProc	14	3	1	reliable	60	easy	0	0.7207314567558223	0.2792685432441777	no
1		gridTrialProc	14	3	1	reliable	61	easy	0	0.7402462122790497	0.25975378772095026	no
1		gridTrialProc	14	3	1	reliable	62	hard	X	0.42177245010570513	0.5782275498942948	no
1		gridTrialProc	14	3	1	reliable	63	hard	X	0.5656425129204676	0.43435748707953237	no
1		gridTrialProc	14	3	1	reliable	64	hard	X	0.5442868382406124	0.4557131617593876	no
1		gridTrialProc	14	3	1	reliable	65	easy	0	0.7464063351814857	0.2535936648185143	no
1		gridTrialProc	14	3	1	reliable	66	hard	X	0.47082964449879994	0.5291703555012001	no
1		gridTrialProc	14	3	1	reliable	67	easy	0	0.7079985713389568	0.29200142866104317	no
1		gridTrialProc	14	3	1	reliable	68	hard	X	0.5148260933172637	0.4851739066827363	no
1		gridTrialProc	14	3	1	reliable	69	easy	0	0.2843227508613513	0.7156772491386487	no
1		gridTrialProc	14	3	1	reliable	70	hard	X	0.4247742684296701	0.57522573157033	no
1		gridTrialProc	14	3	1	reliable	71	easy	0	0.7389625673138522	0.2610374326861477	no
1		gridTrialProc	14	3	1	reliable	72	hard	X	0.55959120065343	0.44040879934657	no
1		gridTrialProc	14	3	1	reliable	73	easy	0	0.27899479743160177	0.7210052025683982	no
1		gridTrialProc	14	3	1	reliable	74	easy	0	0.26067614128451705	0.7393238587154829	no
1		gridTrialProc	14	3	1	reliable	75	easy	0	0.709426303747565	0.29057369625243507	no
1		gridTrialProc	14	3	1	reliable	76	easy	0	0.26083073167216936	0.7391692683278306	no
1		gridTrialProc	14	3	1	reliable	77	easy	0	0.29043149134341106	0.7095685086565889	no
1		gridTrialProc	14	3	1	reliable	78	hard	X	0.46630105908834363	0.5336989409116564	no
1		gridTrialProc	14	3	1	reliable	79	hard	X	0.48886904829777206	0.511130951702228	no
1		gridBlockEndProc	14	2	1	reliable	0			0	0	
1		gridBlockUnreliableStartProc	14	1	2	unreliable	0			0	0	
1		gridTrialProc	14	3	2	unreliable	0	easy	0	0.30132569076734944	0.6986743092326506	yes
1		gridTrialProc	14	3	2	unreliable	1	easy	0	0.6875382162828443	0.3124617837171557	yes
1		gridTrialProc	14	3	2	unreliable	2	hard	X	0.46742066686900796	0.532579333130992	no
1		gridTrialProc	14	3	2	unreliable	3	hard	X	0.5283545609166933	0.47164543908330664	no
1		gridTrialProc	14	3	2	unreliable	4	hard	X	0.5174735243367756	0.48252647566322443	yes
1		gridTrialProc	14	3	2	unreliable	5	hard	X	0.5420654915740674	0.45793450842593264	no
1		gridTrialProc	14	3	2	unreliable	6	hard	X	0.5583807766092752	0.4416192233907248	no
1		gridTrialProc	14	3	2	unreliable	7	hard	X	0.48000486247534824	0.5199951375246518	no
1		gridTrialProc	14	3	2	unreliable	8	hard	X	0.5319061311212034	0.46809386887879656	yes
1		gridTrialProc	14	3	2	unreliable	9	hard	X	0.5748733420345471	0.42512665796545285	no
1		gridTrialProc	14	3	2	unreliable	10	easy	0	0.6995945915659287	0.3004054084340712	yes
1		gridTrialProc	14	3	2	unreliable	11	hard	X	0.5715734478602339	0.42842655213976616	no
1		gridTrialProc	14	3	2	unreliable	12	hard	X	0.4731007972538564	0.5268992027461437	no
1		gridTrialProc	14	3	2	unreliable	13	hard	X	0.4743759287510793	0.5256240712489206	no
1		gridTrialProc	14	3	2	unreliable	14	hard	X	0.5433708566514645	0.45662914334853555	no
1		gridTrialProc	14	3	2	unreliable	15	easy	0	0.26420294044098763	0.7357970595590124	no
1		gridTrialProc	14	3	2	unreliable	16	easy	0	0.2712816808312759	0.7287183191687241	no
1		gridTrialProc	14	3	2	unreliable	17	easy	0	0.29727545996819515	0.7027245400318048	no
1		gridTrialProc	14	3	2	unreliable	18	easy	0	0.2697056654458143	0.7302943345541857	no
1		gridTrialProc	14	3	2	unreliable	19	easy	0	0.25244727082118606	0.747552729178814	no
1		gridTrialProc	14	3	2	unreliable	20	easy	0	0.29250584368438654	0.7074941563156134	yes
1		gridTrialProc	14	3	2	unreliable	21	easy	0	0.7296648644285842	0.27033513557141575	no
1		gridTrialProc	14	3	2	unreliable	22	easy	0	0.7187073373369037	0.2812926626630962	no
1		gridTrialProc	14	3	2	unreliable	23	easy	0	0.7044041272139449	0.29559587278605515	no
1		gridTrialProc	14	3	2	unreliable	24	hard	X	0.4542829660418822	0.5457170339581179	no
1		gridTrialProc	14	3	2	unreliable	25	hard	X	0.43228721624454586	0.5677127837554541	yes
1		gridTrialProc	14	3	2	unreliable	26	easy	0	0.6872009568096378	0.3127990431903622	yes
1		gridTrialProc	14	3	2	unreliable	27	hard	X	0.47296105964211044	0.5270389403578896	no
1		gridTrialProc	14	3	2	unreliable	28	easy	0	0.7263546776796346	0.27364532232036537	yes
1		gridTrialProc	14	3	2	unreliable	29	easy	0	0.2993972455143973	0.7006027544856027	no
1		gridTrialProc	14	3	2	unreliable	30	easy	0	0.7393638415947248	0.26063615840527515	no
1		gridTrialProc	14	3	2	unreliable	31	hard	X	0.42152785530042464	0.5784721446995753	no
1		gridTrialProc	14	3	2	unreliable	32	hard	X	0.5483216332591756	0.4516783667408244	yes
1		gridTrialProc	14	3	2	unreliable	33	hard	X	0.4324633702181407	0.5675366297818594	no
1		gridTrialProc	14	3	2	unreliable	34	easy	0	0.2967795736498212	0.7032204263501788	yes
1		gridTrialProc	14	3	2	unreliable	35	easy	0	0.3054570094129323	0.6945429905870677	yes
1		gridTrialProc	14	3	2	unreliable	36	hard	X	0.575588449088889	0.4244115509111111	yes
1		gridTrialProc	14	3	2	unreliable	37	easy	0	0.7482898149260928	0.2517101850739072	no
1		gridTrialProc	14	3	2	unreliable	38	hard	X	0.48164833702344506	0.518351662976555	no
1		gridTrialProc	14	3	2	unreliable	39	hard	X	0.4409798791686256	0.5590201208313744	no
1		gridTrialProc	14	3	2	unreliable	40	easy	0	0.7189720171834297	0.2810279828165702	no
1		gridTrialProc	14	3	2	unreliable	41	easy	0	0.2623985165511754	0.7376014834488246	no
1		gridTrialProc	14	3	2	unreliable	42	easy	0	0.31641067288562486	0.6835893271143751	yes
1		gridTrialProc	14	3	2	unreliable	43	easy	0	0.70851702596806	0.29148297403194	no
1		gridTrialProc	14	3	2	unreliable	44	easy	0	0.2988153739638292	0.7011846260361708	no
1		gridTrialProc	14	3	2	unreliable	45	hard	X	0.5351747902845561	0.46482520971544394	no
1		gridTrialProc	14	3	2	unreliable	46	easy	0	0.7169370615924489	0.28306293840755115	no
1		gridTrialProc	14	3	2	unreliable	47	easy	0	0.2517804978798908	0.7482195021201092	no
1		gridTrialProc	14	3	2	unreliable	48	hard	X	0.5455546077284688	0.4544453922715312	yes
1		gridTrialProc	14	3	2	unreliable	49	easy	0	0.6842210561544465	0.3157789438455535	no
1		gridTrialProc	14	3	2	unreliable	50	easy	0	0.3180541228017645	0.6819458771982355	no
1		gridTrialProc	14	3	2	unreliable	51	hard	X	0.521036246983736	0.478963753016264	yes
1		gridTrialProc	14	3	2	unreliable	52	hard	X	0.44932512993761803	0.550674870062382	no
1		gridTrialProc	14	3	2	unreliable	53	hard	X	0.5453709643456154	0.4546290356543846	no
1		gridTrialProc	14	3	2	unreliable	54	easy	0	0.30820547272609816	0.6917945272739019	no
1		gridTrialProc	14	3	2	unreliable	55	easy	0	0.6836333275824916	0.3163666724175084	yes
1		gridTrialProc	14	3	2	unreliable	56	hard	X	0.5272137369126013	0.4727862630873987	no
1		gridTrialProc	14	3	2	unreliable	57	easy	0	0.2515892970420151	0.748410702957985	yes
1		gridTrialProc	14	3	2	unreliable	58	easy	0	0.6958065391302583	0.30419346086974175	no
1		gridTrialProc	14	3	2	unreliable	59	hard	X	0.5211357302763147	0.4788642697236854	no
1		gridTrialProc	14	3	2	unreliable	60	easy	0	0.2850301581627863	0.7149698418372137	yes
